consent,skate_stance,ollie_foot,bowl_foot,downhill_foot,snowboard_foot,surf_foot,friends_share_stance,parents_share_stance,fav_skater_share_stance,changed_stance,stance_awareness,consistent_stance,hand_write,hand_throw,hand_hammer,foot_kick,foot_sweep,foot_pedal,foot_chair,eye_test1,eye_test2,years_skate,freq_skate,expertise,gender,race,age,ethnicity,residence_locality,home_locality
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Neutral,Disagree,Agree,Disagree,Always Right,Always Right,Always Right,Always Right,Mostly Right,Both Equally,Mostly Right,Neither,Always Left,20.0,Seasonal (summer),Advanced,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Strongly disagree,I do not know,Agree,Strongly disagree,Neutral,Strongly Agree,Always Left,Always Left,Always Left,Mostly Left,Mostly Right,Both Equally,Both Equally,Right,Mostly Left,5.0,Weekly,Advanced,Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Neutral,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Left,Mostly Left,Left,Mostly Left,20.0,Weekly,Advanced,Man,More than one race,46-55,Not Hispanic or Latino,South America;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,Mostly Left,Always Left,Disagree,I do not know,Disagree,Disagree,Agree,Agree,Always Right,Always Right,,Always Right,Mostly Left,Mostly Right,Mostly Right,,,20.0,Weekly,Sponsored/Pro,Man,Unknown or not reported,36-45,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Left,Always Left,3.0,Weekly,Advanced,Woman,White,20 and under,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Neutral,Neutral,Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Left,Mostly Right,Left,Both Equally,20.0,Weekly,Advanced,Man,White,46-55,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,Mostly Left,Always Left,Disagree,I do not know,Disagree,Disagree,Agree,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Mostly Left,Mostly Left,Both Equally,Right,Mostly Left,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,Always Right,Disagree,I do not know,Disagree,Strongly disagree,Disagree,Strongly Agree,Always Right,Mostly Right,Always Right,Mostly Right,Mostly Right,Always Right,Mostly Right,Right,Both Equally,11.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular mongo,Always Left,Always Left,Always Left,,,Agree,I do not know,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Both Equally,Left,Both Equally,1.0,Seasonal (summer),Intermediate,Man,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Neutral,I do not know,I do not know the stance of my favorite skateboarder,,Agree,Agree,Always Right,Mostly Right,Always Right,Always Right,Mostly Right,Both Equally,Both Equally,Left,Mostly Left,3.0,Every other week,Intermediate,Woman,White,20 and under,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,Always Left,,Strongly disagree,I do not know,Disagree,Disagree,Strongly Agree,Strongly disagree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Always Right,Left,Always Right,20.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Neutral,I do not know,Agree,Agree,Strongly Agree,Strongly Agree,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Left,Mostly Left,Both Equally,Left,Mostly Left,11.0,Monthly,Advanced,Man,Unknown or not reported,26-35,Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Both Equally,Mostly Left,Always Left,Always Left,Mostly Left,Disagree,I do not know,Disagree,Strongly disagree,Strongly disagree,Disagree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Left,Left,Always Left,20.0,Weekly,Sponsored/Pro,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,,,Neutral,I do not know,Neutral,Disagree,Disagree,Agree,Always Right,Mostly Right,Always Right,Always Right,Mostly Right,Mostly Right,Always Right,Left,Mostly Left,3.0,Weekly,Intermediate,Non-binary,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,,Strongly disagree,I do not know,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Always Right,Mostly Right,Right,Mostly Left,20.0,Yearly,Advanced,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Disagree,I do not know,Neutral,Disagree,Disagree,Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Mostly Left,Right,Mostly Left,11.0,Monthly,Advanced,Man,More than one race,21-25,Not Hispanic or Latino,North America;,Australia;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy mongo,Always Right,Always Right,Always Right,,,Strongly disagree,I do not know,Disagree,Disagree,Disagree,Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Always Right,Mostly Right,Right,Always Right,11.0,Yearly,Intermediate,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Neutral,I do not know,Disagree,Disagree,Agree,Strongly disagree,Always Left,Mostly Right,Both Equally,Mostly Left,Mostly Right,Mostly Right,Both Equally,Right,Mostly Right,20.0,Daily,Advanced,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Disagree,I do not know,Neutral,Disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Mostly Right,Left,Always Right,3.0,Weekly,Intermediate,Man,Unknown or not reported,26-35,Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,Always Left,Disagree,Strongly disagree,I do not know the stance of my favorite skateboarder,Agree,Strongly disagree,Strongly Agree,Always Right,Mostly Right,Always Right,Always Right,Mostly Left,Always Right,Always Right,Left,Always Left,5.0,Seasonal (summer),Intermediate,Woman,White,20 and under,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,,Neutral,I do not know,Disagree,Disagree,Neutral,Neutral,Always Right,Always Right,Always Right,Always Right,Both Equally,Mostly Left,Mostly Left,Right,Always Left,20.0,Seasonal (summer),Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Left,Always Right,Disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Mostly Right,Right,Mostly Right,5.0,Monthly,Intermediate,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Agree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Always Right,Always Right,Left,Always Left,5.0,Weekly,Intermediate,Woman,White,46-55,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,,,Mostly Right,Mostly Right,,Disagree,I do not know,I do not know the stance of my favorite skateboarder,I do not skateboard enough to know,Strongly disagree,Neutral,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Always Right,Left,Always Right,,Never,Beginner,Woman,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Neutral,I do not know,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always Left,Always Left,Always Left,Always Left,Both Equally,Mostly Right,Both Equally,Left,Always Left,20.0,Weekly,Expert,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Neutral,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Mostly Right,Mostly Right,Right,Always Right,20.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Mostly Right,Mostly Left,Both Equally,Mostly Left,,Neutral,I do not know,Agree,Disagree,Neutral,Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Mostly Left,Both Equally,Right,Mostly Left,3.0,Daily,Intermediate,Man,White,21-25,,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Always Right,Always Right,Always Left,Always Left,Strongly disagree,I do not know,Disagree,Strongly Agree,Strongly Agree,Neutral,Always Right,Always Right,Always Right,Both Equally,Always Right,Always Right,Both Equally,Right,Always Left,3.0,Weekly,Advanced,Woman,White,20 and under,Unknown or not reported,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Disagree,I do not know,Strongly Agree,Strongly disagree,Neutral,Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Both Equally,Right,Always Left,1.0,Every other week,Intermediate,Man,White,20 and under,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,,Always Right,Always Right,,,Disagree,I do not know,Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Left,Always Right,11.0,Seasonal (summer),Intermediate,Woman,More than one race,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Agree,I do not know,Strongly disagree,Strongly disagree,Strongly Agree,Neutral,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Left,Mostly Right,Right,Always Left,20.0,Weekly,Advanced,Man,White,46-55,Unknown or not reported,Prefer not to say;,Asia;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,,Always Left,Agree,I do not know,Agree,Strongly disagree,Agree,Neutral,Always Left,Always Right,Always Right,Always Right,Always Left,Always Right,Always Right,Left,Always Left,20.0,Weekly,Expert,Man,White,36-45,Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Disagree,I do not know,Agree,Strongly disagree,Agree,Strongly Agree,Always Left,Always Right,Mostly Right,Always Right,Mostly Left,Mostly Right,Mostly Left,Left,Always Left,11.0,Every other week,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,Mostly Right,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Mostly Right,Always Right,Always Right,Both Equally,,Mostly Right,Left,Always Right,20.0,Weekly,Sponsored/Pro,Man,White,26-35,Not Hispanic or Latino,Australia;,Australia;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,,Disagree,I do not know,Disagree,Disagree,Agree,Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Always Right,Always Right,Left,Mostly Right,11.0,Seasonal (summer),Advanced,Man,American Indian or Alaska Native,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Left,,Strongly disagree,Disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Always Right,Always Right,Always Right,Mostly Left,Always Left,Always Left,Always Left,Right,Always Left,11.0,Every other week,Advanced,Man,White,21-25,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Neutral,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Left,Both Equally,Right,Always Right,5.0,Weekly,Advanced,Woman,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Strongly disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Mostly Right,Right,Mostly Right,11.0,Seasonal (summer),Intermediate,Man,White,26-35,Hispanic or Latino,South America;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Disagree,I do not know,Agree,Strongly disagree,Neutral,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Left,Always Left,5.0,Monthly,Advanced,Man,White,26-35,Hispanic or Latino,South America;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,Always Right,Strongly disagree,I do not know,Disagree,Strongly disagree,Strongly Agree,Disagree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Mostly Left,Right,Always Left,20.0,Seasonal (summer),Intermediate,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,,,,,,Neutral,I do not know,Strongly disagree,Strongly disagree,Disagree,Neutral,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Left,Mostly Right,,Yearly,Novice,Man,White,26-35,Hispanic or Latino,South America;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Both Equally,Always Right,Mostly Right,Always Right,Strongly disagree,I do not know,Neutral,Strongly disagree,Disagree,Agree,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Neither,Mostly Left,11.0,Monthly,Intermediate,Man,,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Mostly Right,Always Right,Mostly Right,Both Equally,Mostly Right,Mostly Right,Left,Mostly Left,20.0,Monthly,Advanced,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,,,Neutral,I do not know,Neutral,Strongly disagree,Agree,Neutral,Mostly Right,Mostly Right,Always Right,Mostly Right,Mostly Right,Always Right,Mostly Right,Right,Always Right,5.0,Weekly,Advanced,Woman,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Both Equally,Always Right,Disagree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Always Right,Left,Always Left,20.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Right,Both Equally,Always Right,Always Left,Neutral,I do not know,Strongly Agree,Strongly disagree,Agree,Strongly Agree,Always Left,Always Left,Always Left,Always Left,Always Right,Always Left,Mostly Left,Left,Always Left,11.0,Weekly,Advanced,Man,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Strongly disagree,Strongly Agree,Always Left,Always Right,Always Right,Mostly Right,Always Right,Always Right,Always Right,Right,Always Right,3.0,Monthly,Novice,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Both Equally,Always Right,Mostly Right,Always Right,,Agree,I do not know,Neutral,Strongly disagree,Neutral,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Left,Mostly Left,11.0,Daily,Sponsored/Pro,Man,White,26-35,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,,Always Left,Always Left,,,Neutral,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Strongly disagree,Disagree,Always Right,Always Right,Mostly Right,Both Equally,Mostly Right,Always Right,Both Equally,Right,Always Left,5.0,Weekly,Novice,Man,American Indian or Alaska Native,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Disagree,I do not know,Strongly disagree,Strongly disagree,Agree,Disagree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Always Left,Neither,Mostly Left,20.0,Every other week,Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Mostly Left,Always Left,Mostly Left,Mostly Left,Neutral,Agree,Agree,Disagree,Disagree,Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Both Equally,Right,Both Equally,11.0,Monthly,Advanced,Man,White,26-35,Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Always Right,Neither,Both Equally,5.0,Weekly,Advanced,Man,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Mostly Left,Always Left,Mostly Left,Always Left,Disagree,I do not know,Disagree,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Left,Mostly Left,Left,Mostly Right,5.0,Weekly,Intermediate,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,,Always Right,,,Neutral,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Disagree,Agree,Always Right,Mostly Right,Both Equally,Mostly Right,Both Equally,Mostly Right,Mostly Left,Left,Always Right,1.0,Seasonal (summer),Novice,Woman,White,21-25,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Neutral,I do not know,Neutral,Disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Always Right,Right,Mostly Left,20.0,Every other week,Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,Both Equally,,Neutral,I do not know,Neutral,Strongly disagree,Agree,Neutral,Always Right,Always Right,Mostly Right,Both Equally,Mostly Left,Mostly Left,Mostly Left,Neither,Both Equally,20.0,Seasonal (summer),Advanced,Man,White,56 and over,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Disagree,I do not know,Disagree,Strongly disagree,Strongly Agree,Strongly disagree,Always Left,Mostly Left,Mostly Left,Both Equally,Both Equally,Mostly Right,Both Equally,Neither,Both Equally,5.0,Weekly,Intermediate,Man,Asian,26-35,Not Hispanic or Latino,Asia;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Neutral,I do not know,Disagree,Disagree,Strongly Agree,Strongly Agree,Always Right,Mostly Right,Always Right,Always Right,Mostly Left,Mostly Left,Mostly Right,Right,Always Left,3.0,Every other week,Intermediate,Non-binary,White,21-25,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,,Agree,I do not know,Strongly Agree,Neutral,Agree,Agree,Always Right,Always Right,Always Right,Mostly Right,Both Equally,Mostly Right,Mostly Right,Neither,Mostly Right,20.0,Weekly,Expert,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Strongly disagree,I do not know,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Mostly Right,Always Right,Always Right,Mostly Right,Both Equally,Both Equally,Always Right,Right,Always Right,3.0,Daily,Advanced,Non-binary,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Mostly Right,Always Right,Always Right,,,Disagree,I do not know,Agree,Strongly disagree,Agree,Neutral,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Both Equally,Right,Mostly Left,1.0,Every other week,Novice,Woman,Asian,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Both Equally,Mostly Right,Mostly Right,Mostly Right,Always Right,Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Mostly Right,Mostly Right,Both Equally,Mostly Right,Both Equally,Both Equally,Both Equally,Neither,Both Equally,5.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Both Equally,Always Right,Mostly Right,,Agree,Disagree,I do not know the stance of my favorite skateboarder,Strongly disagree,Agree,Agree,Always Left,Always Left,Always Left,Always Left,Mostly Right,Mostly Right,Mostly Right,Right,Mostly Right,3.0,Weekly,Intermediate,Non-binary,Unknown or not reported,20 and under,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Left,Always Right,Always Right,Always Right,Always Right,Mostly Right,Both Equally,Left,Mostly Left,1.0,Daily,Expert,Man,White,20 and under,Unknown or not reported,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular mongo,Mostly Left,Always Left,Always Left,Always Left,Always Left,Strongly disagree,Disagree,Agree,Neutral,Disagree,Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Right,Mostly Left,20.0,Monthly,Intermediate,Man,White,46-55,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Disagree,Strongly disagree,Agree,Agree,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Left,Always Right,Both Equally,Right,Always Right,20.0,Weekly,Expert,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Neutral,I do not know,Neutral,Strongly disagree,Neutral,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Mostly Right,Mostly Right,Left,Both Equally,20.0,Yearly,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Disagree,I do not know,Agree,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Mostly Right,Both Equally,Mostly Right,Both Equally,Right,Always Left,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Strongly disagree,I do not know,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Always Left,Left,Mostly Right,20.0,Every other week,Intermediate,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,Always Right,Disagree,I do not know,Agree,Strongly disagree,Agree,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Both Equally,Both Equally,Mostly Right,Right,Always Left,20.0,Every other week,Intermediate,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,,,Disagree,I do not know,Neutral,Strongly disagree,Strongly Agree,Disagree,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Always Right,Always Right,Right,Always Left,11.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,,Disagree,I do not know,Agree,Disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Both Equally,Left,Always Right,11.0,Seasonal (summer),Intermediate,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Disagree,I do not know,Strongly Agree,Strongly Agree,Disagree,Disagree,Always Right,Always Left,Mostly Right,Mostly Right,Always Right,Mostly Right,Mostly Left,Right,Always Left,11.0,Monthly,Expert,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Mostly Right,Always Right,Always Right,Mostly Left,Mostly Left,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Mostly Right,Right,Mostly Right,5.0,Weekly,Advanced,Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
